project,2.0,3.0,3.1
argo_cd,,,7.083333333333333
azure_devops,,6.45,6.825
bamboo,,8.233333333333333,7.888888888888889
github,5.8,9.8,6.753488372093024
gitlab,5.957142857142857,6.934166666666667,5.664226289517471
jenkins,5.007843137254902,6.104477611940299,6.302205882352942
teamcity,4.65,5.928571428571429,5.526720647773279
tekton,,,6.675
travis_ci,,,7.5
